Project ID,Project Subject Subcategory Tree,Project Title,Project Need Statement,School State,School Metro Type,School Zip,Project Grade Level Category,project_txt
71cc812956f6ab26e4a04638447245d7,"Literature & Writing, Special Needs",How Can You Spell Progress? Help Us Make Gains!,My students need resource books to help them identify where help is needed to succeed in the general education curriculum. ,Illinois,urban,61201,Grades 3-5,"how can you spell progress help us make gains & my students need resource books to help them identify where help is needed to succeed in the general education curriculum. & literature & writing, special needs & illinois"
7ad4c9befd46901fa912bd1d3df2df49,"Literacy, Special Needs","Fish In a Tree - Global Read Aloud, Local Impact",My students need 30 copies of the book FISH IN A TREE to participate in the Global Read Aloud.,New York,suburban,11726,Grades 6-8,"fish in a tree global read aloud, local impact & my students need 30 copies of the book fish in a tree to participate in the global read aloud. & literacy, special needs & new york"
7e129c27f8e42af246169b94562772bc,"Literacy, Mathematics","Financial Literacy/No, Money Does Not Grow On Trees","My students need three Chromebook laptops, math manipulatives including puzzles, magnetic coins and bills, and a quality sharpener to begin their journey towards becoming miniature financial entrepreneurs.",Florida,suburban,33147,Grades PreK-2,"financial literacyno, money does not grow on trees & my students need three chromebook laptops, math manipulatives including puzzles, magnetic coins and bills, and a quality sharpener to begin their journey towards becoming miniature financial entrepreneurs. & literacy, mathematics & florida"
825eaffb03a423ca0fa86e0694445c00,"Health & Wellness, Nutrition Education",Learning About Healthy Eating!,My students need a laptop computer with warranty to learn about healthy eating.,Florida,suburban,33065,Grades PreK-2,"learning about healthy eating & my students need a laptop computer with warranty to learn about healthy eating. & health & wellness, nutrition education & florida"
87fc733b2305af9f87bc456c58941f46,"Gym & Fitness, Literacy",The Dr. Says I Can't Play In Gym Class...Again!,My students need sports and health & fitness books.,New York,urban,11219,Grades 3-5,"the dr. says i cant play in gym class...again & my students need sports and health & fitness books. & gym & fitness, literacy & new york"
8b2fad642d85440c4af679da29054dec,"Literacy, Literature & Writing",Journals for Literacy,My students need blank journals and Draw & Write Journals.,North Carolina,suburban,28704,Grades PreK-2,"journals for literacy & my students need blank journals and draw & write journals. & literacy, literature & writing & north carolina"
9e4d846af90f58b9d1e8c3eb50a28f9a,"Literacy, Literature & Writing","Books, Books, and More Books!","My students need fiction books of varying interest and reading levels to read independently. These include ""The Shadow Children, the Complete Series,"" ""Stink and the Freaky Frog Freakout"" and Ivy & Bean Boxed Sets.",California,urban,94533,Grades 3-5,"books, books, and more books & my students need fiction books of varying interest and reading levels to read independently. these include the shadow children, the complete series, stink and the freaky frog freakout and ivy & bean boxed sets. & literacy, literature & writing & california"
a1f7bcbd23e0a882a7b73bf6a6ba3a9a,Literacy,Amplifying Evidence of Our Learning,"My students need 2 personal voice amplifiers with batteries, evidence clips for literature, and replacement toner.",New York,urban,11234,Grades 3-5,"amplifying evidence of our learning & my students need personal voice amplifiers with batteries, evidence clips for literature, and replacement toner. & literacy & new york"
a48be75386794b9a4de9153000cb8375,"Literature & Writing, Mathematics","Supplies, Supplies We Need Supplies!","My students need  basic supplies such as dry erase markers, pencils, crayons and paper in order to help them through the school year in order to be successful. ",Texas,urban,77521,Grades PreK-2,"supplies, supplies we need supplies & my students need basic supplies such as dry erase markers, pencils, crayons and paper in order to help them through the school year in order to be successful. & literature & writing, mathematics & texas"
a92d5da000416fb25bb901a02a639347,"History & Geography, Literacy",Cicero Kids Makes History Fun--And We Like Fun!,My students need a subscription to Cicero Kids to make learning history fun and meaningful.,Georgia,urban,31904,Grades 3-5,"cicero kids makes history funand we like fun & my students need a subscription to cicero kids to make learning history fun and meaningful. & history & geography, literacy & georgia"
aa41a9b663a18c7f258a5cf942a839d4,"History & Geography, Visual Arts",Architecture: Where Art and Science Work Together,"My students need 4 Roominate kits for building houses, 5 3Doodler three-dimensional creating pens and filament, and 2 iPads with cases to research famous structures.",New York,suburban,11706,Grades 6-8,"architecture where art and science work together & my students need roominate kits for building houses, 3doodler threedimensional creating pens and filament, and ipads with cases to research famous structures. & history & geography, visual arts & new york"
aaa60c99e4622c3eeeb9fe6523b3746e,Character Education,No More Bullies,"My students need ten copies of Bullying in Schools, two copies of Billy Bully, speakers, and three giant comfy pillows.",California,urban,90011,Grades 3-5,"no more bullies & my students need ten copies of bullying in schools, two copies of billy bully, speakers, and three giant comfy pillows. & character education & california"
c9cb9ee3228ff0143cc712156ec8f8cf,"Literacy, Mathematics",Black-Magenta-Yellow-Cyan,My students need color toner for our classroom printer/copier.,New York,urban,11234,Grades 3-5,"blackmagentayellowcyan & my students need color toner for our classroom printercopier. & literacy, mathematics & new york"
cd744442ca9e05463d1d56c233fb82b1,"Literacy, Special Needs",Technology: iPad For Special Kindergarteners!,My students need an iPad and protective case.,California,urban,93727,Grades PreK-2,"technology ipad for special kindergarteners & my students need an ipad and protective case. & literacy, special needs & california"
d0e0c761c1155999c0aa96876b441421,"Literacy, Visual Arts",I Can't Believe My Eyes - Optical Illusions,"My students need books about optical illusions and simple visual perception tricks (rubbing plates, wand and illusion ring) to make them not believe what they are seeing.",New York,suburban,11726,Grades 6-8,"i cant believe my eyes optical illusions & my students need books about optical illusions and simple visual perception tricks rubbing plates, wand and illusion ring to make them not believe what they are seeing. & literacy, visual arts & new york"
d2ac9eabf876922bac6cb1d9485b1d37,"Literacy, Mathematics",Smarticles on the Shelf,My students need book shelves that are not falling apart and items to organize their classroom. ,Texas,urban,77521,Grades PreK-2,"smarticles on the shelf & my students need book shelves that are not falling apart and items to organize their classroom. & literacy, mathematics & texas"
dacdc488becbaa24d16039cc868bf5a6,"Literacy, Special Needs",iPads Rock the Spectrum!,My students need  three iPads  with protective cases to help them access the core curriculum.,California,urban,91356,Grades 3-5,"ipads rock the spectrum & my students need three ipads with protective cases to help them access the core curriculum. & literacy, special needs & california"
ddb5fdb314846b7a0478335e4be18e16,"Literacy, Literature & Writing",There is No Vacation for Vocabulary!,"My students need vocabulary games, a word web activity kit, Hot Dots cards, leveled quickies, and vocabulary magnets.",North Carolina,suburban,28704,Grades 3-5,"there is no vacation for vocabulary & my students need vocabulary games, a word web activity kit, hot dots cards, leveled quickies, and vocabulary magnets. & literacy, literature & writing & north carolina"
